data_id,treat,age,education,married,nodegree,black,hispanic,white,re75,re78
Lalonde Sample,1.0,27.0,9.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,46.0,13.0,0.0,0.0,1.0,0.0,0,0.0,647.2046
Lalonde Sample,1.0,18.0,6.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,25.0,12.0,0.0,0.0,1.0,0.0,0,0.0,11965.81
Lalonde Sample,1.0,28.0,15.0,0.0,0.0,1.0,0.0,0,0.0,9598.541
Lalonde Sample,1.0,31.0,9.0,0.0,1.0,1.0,0.0,0,1698.607,10363.27
Lalonde Sample,1.0,25.0,11.0,0.0,1.0,0.0,0.0,1,0.0,18783.35
Lalonde Sample,1.0,22.0,12.0,0.0,0.0,1.0,0.0,0,0.0,18678.08
Lalonde Sample,1.0,28.0,11.0,0.0,1.0,1.0,0.0,0,1284.079,60307.93
Lalonde Sample,1.0,21.0,9.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,40.0,11.0,0.0,1.0,1.0,0.0,0,0.0,23005.6
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,1.0,0.0,0,0.0,6456.697
Lalonde Sample,1.0,25.0,12.0,0.0,0.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,27.0,9.0,1.0,1.0,1.0,0.0,0,934.4454,1773.423
Lalonde Sample,1.0,23.0,10.0,1.0,1.0,1.0,0.0,0,936.4386,11233.26
Lalonde Sample,1.0,29.0,10.0,0.0,1.0,1.0,0.0,0,4398.95,0.0
Lalonde Sample,1.0,18.0,12.0,0.0,0.0,1.0,0.0,0,0.0,2321.107
Lalonde Sample,1.0,38.0,12.0,0.0,0.0,0.0,0.0,1,0.0,4941.849
Lalonde Sample,1.0,27.0,13.0,0.0,0.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,27.0,8.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,38.0,11.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,23.0,8.0,0.0,1.0,0.0,1.0,0,0.0,3881.284
Lalonde Sample,1.0,26.0,11.0,0.0,1.0,1.0,0.0,0,0.0,17230.96
Lalonde Sample,1.0,42.0,9.0,1.0,1.0,1.0,0.0,0,3058.531,1294.409
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,0.0,0.0,1,0.0,8048.603
Lalonde Sample,1.0,25.0,8.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,31.0,11.0,1.0,1.0,1.0,0.0,0,0.0,14509.93
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,19.0,8.0,0.0,1.0,1.0,0.0,0,2657.057,9970.681
Lalonde Sample,1.0,29.0,14.0,0.0,0.0,1.0,0.0,0,679.6734,17814.98
Lalonde Sample,1.0,25.0,11.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,1.0,0.0,0,0.0,9983.784
Lalonde Sample,1.0,44.0,11.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,1.0,0.0,0,385.2741,8124.715
Lalonde Sample,1.0,25.0,12.0,0.0,0.0,0.0,0.0,1,0.0,5587.503
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,1.0,0.0,0,798.9079,9737.154
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,1.0,0.0,0,0.0,4482.845
Lalonde Sample,1.0,19.0,9.0,0.0,1.0,1.0,0.0,0,798.9079,17685.18
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,1.0,0.0,0,3287.375,5010.342
Lalonde Sample,1.0,26.0,11.0,1.0,1.0,1.0,0.0,0,1392.853,1460.36
Lalonde Sample,1.0,42.0,12.0,0.0,0.0,1.0,0.0,0,0.0,2456.153
Lalonde Sample,1.0,25.0,10.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,31.0,9.0,0.0,1.0,0.0,1.0,0,0.0,26817.6
Lalonde Sample,1.0,24.0,10.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,26.0,10.0,0.0,1.0,1.0,0.0,0,0.0,9265.788
Lalonde Sample,1.0,20.0,12.0,0.0,0.0,1.0,0.0,0,377.5686,1652.637
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,0.0,0.0,1,5324.109,13829.62
Lalonde Sample,1.0,25.0,11.0,0.0,1.0,1.0,0.0,0,0.0,485.2298
Lalonde Sample,1.0,23.0,8.0,1.0,1.0,0.0,0.0,1,1713.15,4232.309
Lalonde Sample,1.0,31.0,12.0,0.0,0.0,0.0,0.0,1,2611.218,2484.549
Lalonde Sample,1.0,18.0,11.0,0.0,1.0,1.0,0.0,0,0.0,4814.627
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,1.0,0.0,0,0.0,7458.105
Lalonde Sample,1.0,43.0,9.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,27.0,13.0,0.0,0.0,1.0,0.0,0,0.0,34099.28
Lalonde Sample,1.0,26.0,11.0,0.0,1.0,0.0,0.0,1,2226.266,13385.86
Lalonde Sample,1.0,29.0,10.0,0.0,1.0,0.0,1.0,0,8853.674,5112.014
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,1.0,0.0,0,0.0,1953.268
Lalonde Sample,1.0,30.0,11.0,0.0,1.0,1.0,0.0,0,0.0,0.0
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,1.0,0.0,0,156.9491,10641.24
Lalonde Sample,1.0,20.0,12.0,1.0,0.0,0.0,0.0,1,8644.156,11656.51
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,1.0,0.0,0,375.1047,3621.707
Lalonde Sample,1.0,18.0,12.0,0.0,0.0,1.0,0.0,0,562.657,0.0
Lalonde Sample,1.0,21.0,11.0,0.0,1.0,0.0,1.0,0,1395.39,0.0
Lalonde Sample,1.0,30.0,11.0,0.0,1.0,1.0,0.0,0,1913.034,0.0
Lalonde Sample,1.0,18.0,11.0,0.0,1.0,0.0,1.0,0,5491.535,2454.5
Lalonde Sample,1.0,20.0,12.0,0.0,0.0,1.0,0.0,0,9227.559,0.0
Lalonde Sample,1.0,20.0,6.0,1.0,1.0,0.0,1.0,0,10802.98,4488.495
Lalonde Sample,1.0,20.0,10.0,0.0,1.0,1.0,0.0,0,11073.09,0.0
Lalonde Sample,1.0,25.0,8.0,0.0,1.0,1.0,0.0,0,37431.66,2346.828
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,0.0,0.0,1,1618.15,6011.021
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,0.0,1.0,0,2589.042,0.0
Lalonde Sample,1.0,19.0,9.0,0.0,1.0,0.0,1.0,0,6511.124,7913.386
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,1.0,0.0,0,192.7995,661.1924
Lalonde Sample,1.0,27.0,10.0,0.0,1.0,0.0,1.0,0,421.3024,3075.862
Lalonde Sample,1.0,18.0,12.0,0.0,0.0,0.0,1.0,0,535.5533,1115.86
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,1.0,0.0,0,606.9609,317.8952
Lalonde Sample,1.0,20.0,9.0,0.0,1.0,1.0,0.0,0,660.5159,12229.63
Lalonde Sample,1.0,20.0,11.0,0.0,1.0,1.0,0.0,0,696.2192,0.0
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,1.0,0.0,0,699.7896,480.527
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,1.0,0.0,0,856.8864,3251.1
Lalonde Sample,1.0,26.0,12.0,0.0,0.0,1.0,0.0,0,1088.907,11460.56
Lalonde Sample,1.0,22.0,10.0,0.0,1.0,1.0,0.0,0,1071.108,7315.452
Lalonde Sample,1.0,20.0,12.0,0.0,0.0,1.0,0.0,0,1160.366,702.1839
Lalonde Sample,1.0,18.0,8.0,0.0,1.0,1.0,0.0,0,1199.641,0.0
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,1.0,0.0,0,1285.33,15369.48
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,1.0,0.0,0,1371.017,12064.41
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,1.0,0.0,0,1374.587,13278.97
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,0.0,1.0,0,1713.773,8836.566
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,0.0,1.0,0,2202.796,4387.057
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,1.0,0.0,0,1927.995,11965.81
Lalonde Sample,1.0,27.0,11.0,1.0,1.0,1.0,0.0,0,2142.217,2186.189
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,1.0,0.0,0,3213.113,2975.031
Lalonde Sample,1.0,19.0,9.0,0.0,1.0,0.0,1.0,0,3276.15,14271.23
Lalonde Sample,1.0,27.0,10.0,0.0,1.0,1.0,0.0,0,3213.322,2094.119
Lalonde Sample,1.0,21.0,11.0,1.0,1.0,1.0,0.0,0,4167.998,11300.24
Lalonde Sample,1.0,29.0,10.0,1.0,1.0,1.0,0.0,0,4923.263,130.6791
Lalonde Sample,1.0,34.0,11.0,0.0,1.0,0.0,1.0,0,4641.467,2877.682
Lalonde Sample,1.0,25.0,10.0,0.0,1.0,0.0,0.0,1,4712.874,6103.746
Lalonde Sample,1.0,31.0,13.0,0.0,0.0,0.0,0.0,1,5498.35,2329.867
Lalonde Sample,1.0,41.0,9.0,1.0,1.0,1.0,0.0,0,5783.981,0.0
Lalonde Sample,1.0,21.0,11.0,0.0,1.0,0.0,1.0,0,6658.562,9381.295
Lalonde Sample,1.0,20.0,11.0,0.0,1.0,1.0,0.0,0,6426.646,16451.46
Lalonde Sample,1.0,24.0,12.0,1.0,0.0,0.0,1.0,0,7212.11,6485.508
Lalonde Sample,1.0,41.0,9.0,1.0,1.0,1.0,0.0,0,7212.12,3154.72
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,0.0,0.0,1,7390.634,3557.934
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,1.0,0.0,0,7497.752,668.7466
Lalonde Sample,1.0,20.0,9.0,0.0,1.0,0.0,1.0,0,8015.442,5487.97
Lalonde Sample,1.0,17.0,11.0,0.0,1.0,1.0,0.0,0,8497.436,9017.004
Lalonde Sample,1.0,24.0,11.0,0.0,1.0,1.0,0.0,0,9180.92,0.0
Lalonde Sample,1.0,23.0,12.0,1.0,0.0,1.0,0.0,0,15079.95,10283.49
Lalonde Sample,1.0,23.0,10.0,0.0,1.0,1.0,0.0,0,15709.56,5665.066
Lalonde Sample,1.0,26.0,11.0,0.0,1.0,0.0,0.0,1,22959.76,2746.614
Lalonde Sample,1.0,21.0,13.0,0.0,0.0,1.0,0.0,0,24806.83,8803.666
Lalonde Sample,1.0,18.0,10.0,1.0,1.0,1.0,0.0,0,1958.096,10989.93
Lalonde Sample,1.0,22.0,10.0,0.0,1.0,1.0,0.0,0,653.9542,11134.98
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,1.0,0.0,0,1000.55,1433.531
Lalonde Sample,1.0,20.0,7.0,0.0,1.0,1.0,0.0,0,1569.49,5518.083
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,1.0,0.0,0,1667.583,5594.729
Lalonde Sample,1.0,23.0,11.0,0.0,1.0,1.0,0.0,0,1961.864,3689.126
Lalonde Sample,1.0,32.0,10.0,0.0,1.0,1.0,0.0,0,2321.537,179.0217
Lalonde Sample,1.0,19.0,12.0,0.0,0.0,1.0,0.0,0,2534.072,4551.979
Lalonde Sample,1.0,30.0,10.0,0.0,1.0,1.0,0.0,0,2615.817,0.0
Lalonde Sample,1.0,25.0,12.0,0.0,0.0,1.0,0.0,0,2746.608,2090.678
Lalonde Sample,1.0,26.0,11.0,0.0,1.0,0.0,0.0,1,4676.457,1973.345
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,1.0,0.0,0,3473.808,5861.603
Lalonde Sample,1.0,19.0,8.0,0.0,1.0,0.0,0.0,1,3416.907,9251.357
Lalonde Sample,1.0,20.0,10.0,0.0,1.0,1.0,0.0,0,5100.839,13626.04
Lalonde Sample,1.0,21.0,11.0,0.0,1.0,1.0,0.0,0,5310.107,7906.341
Lalonde Sample,1.0,23.0,12.0,0.0,0.0,1.0,0.0,0,7841.972,7947.257
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,1.0,0.0,0,6409.027,11648.7
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,1.0,0.0,0,8774.791,18295.82
Lalonde Sample,1.0,23.0,12.0,0.0,0.0,1.0,0.0,0,7782.042,14416.84
Lalonde Sample,1.0,26.0,10.0,1.0,1.0,1.0,0.0,0,8141.703,4635.66
Lalonde Sample,1.0,24.0,12.0,0.0,0.0,1.0,0.0,0,12982.34,0.0
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,0.0,1.0,0,12625.51,0.0
Lalonde Sample,1.0,27.0,11.0,0.0,1.0,1.0,0.0,0,14223.5,7661.973
Lalonde Sample,1.0,21.0,11.0,0.0,1.0,0.0,1.0,0,17983.71,15191.91
Lalonde Sample,1.0,25.0,8.0,0.0,1.0,0.0,0.0,1,23096.65,6421.53
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,1.0,0.0,0,807.9511,4350.907
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,1.0,0.0,0,532.2536,0.0
Lalonde Sample,1.0,18.0,11.0,0.0,1.0,1.0,0.0,0,851.6061,0.0
Lalonde Sample,1.0,34.0,7.0,0.0,1.0,1.0,0.0,0,857.5195,0.0
Lalonde Sample,1.0,21.0,11.0,0.0,1.0,0.0,0.0,1,946.2279,11412.24
Lalonde Sample,1.0,25.0,9.0,0.0,1.0,1.0,0.0,0,1536.503,1709.342
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,1.0,0.0,0,1341.651,1374.066
Lalonde Sample,1.0,28.0,8.0,0.0,1.0,1.0,0.0,0,1182.786,7779.263
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,1.0,0.0,0,1182.786,5100.469
Lalonde Sample,1.0,27.0,12.0,0.0,0.0,1.0,0.0,0,4310.455,0.0
Lalonde Sample,1.0,23.0,9.0,0.0,1.0,1.0,0.0,0,1774.18,11464.71
Lalonde Sample,1.0,19.0,8.0,0.0,1.0,0.0,1.0,0,1862.889,8774.623
Lalonde Sample,1.0,21.0,11.0,0.0,1.0,1.0,0.0,0,2158.585,0.0
Lalonde Sample,1.0,21.0,11.0,0.0,1.0,1.0,0.0,0,2217.724,4082.37
Lalonde Sample,1.0,23.0,10.0,0.0,1.0,1.0,0.0,0,2217.724,0.0
Lalonde Sample,1.0,27.0,9.0,0.0,1.0,1.0,0.0,0,2294.605,2018.556
Lalonde Sample,1.0,27.0,11.0,0.0,1.0,1.0,0.0,0,2483.852,0.0
Lalonde Sample,1.0,23.0,12.0,0.0,0.0,0.0,0.0,1,3903.195,796.5597
Lalonde Sample,1.0,27.0,8.0,0.0,1.0,1.0,0.0,0,7218.277,7976.932
Lalonde Sample,1.0,28.0,11.0,1.0,1.0,1.0,0.0,0,6952.58,7318.186
Lalonde Sample,1.0,25.0,12.0,0.0,0.0,1.0,0.0,0,5204.259,0.0
Lalonde Sample,1.0,20.0,12.0,0.0,0.0,1.0,0.0,0,6085.421,9750.66
Lalonde Sample,1.0,26.0,12.0,0.0,0.0,1.0,0.0,0,6608.803,5811.765
Lalonde Sample,1.0,23.0,10.0,1.0,1.0,1.0,0.0,0,10495.08,3385.811
Lalonde Sample,1.0,49.0,8.0,1.0,1.0,0.0,0.0,1,7285.948,16717.12
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,1.0,0.0,0,10224.37,11293.81
Lalonde Sample,1.0,21.0,13.0,0.0,0.0,0.0,0.0,1,8616.852,99.57002
Lalonde Sample,1.0,27.0,12.0,1.0,0.0,1.0,0.0,0,7806.387,2777.585
Lalonde Sample,1.0,23.0,11.0,0.0,1.0,1.0,0.0,0,8959.589,1659.5
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,1.0,0.0,0,12170.94,8408.393
Lalonde Sample,1.0,24.0,15.0,0.0,0.0,1.0,0.0,0,13008.5,14683.63
Lalonde Sample,1.0,24.0,12.0,0.0,0.0,1.0,0.0,0,18154.06,0.0
Lalonde Sample,1.0,18.0,11.0,0.0,1.0,1.0,0.0,0,214.5636,929.8839
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,1.0,0.0,0,5793.852,5522.788
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,1.0,0.0,0,1253.439,5445.2
Lalonde Sample,1.0,28.0,11.0,0.0,1.0,1.0,0.0,0,6871.856,0.0
Lalonde Sample,1.0,27.0,11.0,0.0,1.0,1.0,0.0,0,2666.274,0.0
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,1.0,0.0,0,2615.276,4146.603
Lalonde Sample,1.0,18.0,11.0,0.0,1.0,0.0,0.0,1,919.5579,4321.705
Lalonde Sample,1.0,24.0,10.0,0.0,1.0,1.0,0.0,0,2421.947,1660.508
Lalonde Sample,1.0,23.0,12.0,0.0,0.0,1.0,0.0,0,3039.96,8484.239
Lalonde Sample,1.0,21.0,9.0,0.0,1.0,1.0,0.0,0,5749.331,743.6666
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,1.0,0.0,0,3332.409,9371.037
Lalonde Sample,1.0,24.0,9.0,0.0,1.0,1.0,0.0,0,2288.675,4849.559
Lalonde Sample,1.0,20.0,9.0,0.0,1.0,0.0,1.0,0,5875.049,1358.643
Lalonde Sample,1.0,25.0,13.0,0.0,0.0,1.0,0.0,0,3090.732,0.0
Lalonde Sample,1.0,35.0,8.0,1.0,1.0,1.0,0.0,0,17976.15,3786.628
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,0.0,1.0,0,74.34345,6210.67
Lalonde Sample,1.0,24.0,11.0,1.0,1.0,1.0,0.0,0,1666.113,4032.708
Lalonde Sample,1.0,20.0,12.0,0.0,0.0,1.0,0.0,0,165.2077,0.0
Lalonde Sample,1.0,21.0,8.0,0.0,1.0,1.0,0.0,0,3695.897,4279.613
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,1.0,0.0,0,1784.274,11141.39
Lalonde Sample,1.0,27.0,12.0,0.0,0.0,1.0,0.0,0,357.9499,22163.25
Lalonde Sample,1.0,22.0,9.0,0.0,1.0,1.0,0.0,0,3836.986,3462.564
Lalonde Sample,1.0,46.0,8.0,0.0,1.0,1.0,0.0,0,2594.723,0.0
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,1.0,0.0,0,6056.754,0.0
Lalonde Sample,1.0,19.0,11.0,1.0,1.0,0.0,1.0,0,5463.803,6788.463
Lalonde Sample,1.0,22.0,12.0,0.0,0.0,1.0,0.0,0,936.1773,0.0
Lalonde Sample,1.0,22.0,12.0,0.0,0.0,0.0,0.0,1,8455.504,12590.71
Lalonde Sample,1.0,26.0,12.0,1.0,0.0,1.0,0.0,0,5794.831,1424.944
Lalonde Sample,1.0,29.0,12.0,0.0,0.0,1.0,0.0,0,4878.937,10976.51
Lalonde Sample,1.0,31.0,9.0,0.0,1.0,1.0,0.0,0,5517.841,9558.501
Lalonde Sample,1.0,29.0,12.0,0.0,0.0,1.0,0.0,0,1817.284,0.0
Lalonde Sample,1.0,35.0,9.0,1.0,1.0,1.0,0.0,0,13830.64,12803.97
Lalonde Sample,1.0,25.0,12.0,0.0,0.0,1.0,0.0,0,2409.274,0.0
Lalonde Sample,1.0,22.0,12.0,1.0,0.0,0.0,1.0,0,7055.702,10092.83
Lalonde Sample,1.0,27.0,10.0,0.0,1.0,1.0,0.0,0,3550.075,0.0
Lalonde Sample,1.0,22.0,10.0,1.0,1.0,1.0,0.0,0,5588.664,13228.28
Lalonde Sample,1.0,19.0,8.0,0.0,1.0,1.0,0.0,0,2937.264,7535.942
Lalonde Sample,1.0,20.0,11.0,0.0,1.0,1.0,0.0,0,1220.836,1085.44
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,0.0,0.0,1,334.0494,12558.02
Lalonde Sample,1.0,27.0,12.0,1.0,0.0,1.0,0.0,0,334.0493,0.0
Lalonde Sample,1.0,20.0,10.0,0.0,1.0,1.0,0.0,0,2777.355,5615.189
Lalonde Sample,1.0,23.0,12.0,0.0,0.0,1.0,0.0,0,501.0741,671.3318
Lalonde Sample,1.0,27.0,13.0,1.0,0.0,0.0,0.0,1,853.7225,0.0
Lalonde Sample,1.0,23.0,12.0,0.0,0.0,0.0,1.0,0,1117.439,559.4432
