data_id,treat,age,education,married,black,hispanic,white,nodegree,re75,re78,age_level,education_level,race,propensity_score,iptw,increased_earning_75_to_78,employed_in_78
Lalonde Sample,1.0,27.0,13.0,0.0,1.0,0.0,0,0.0,0.0,14581.86,1,2,black,0.5311357198505817,1.8827579517365514,1,1
Lalonde Sample,1.0,23.0,10.0,0.0,1.0,0.0,0,1.0,0.0,7693.4,0,0,black,0.4923229962112497,2.0311868584154302,1,1
Lalonde Sample,1.0,40.0,12.0,0.0,1.0,0.0,0,0.0,0.0,10804.32,2,1,black,0.5305313206402622,1.8849028532248915,1,1
Lalonde Sample,1.0,26.0,12.0,0.0,1.0,0.0,0,0.0,0.0,10747.35,1,1,black,0.5263821346654227,1.8997605240451725,1,1
Lalonde Sample,1.0,23.0,11.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,1,black,0.4967945022836628,2.0129047229854686,0,0
Lalonde Sample,1.0,41.0,14.0,0.0,0.0,0.0,1,0.0,0.0,5149.501,2,3,white,0.5449539644235759,1.8350173873085742,1,1
Lalonde Sample,1.0,38.0,9.0,0.0,0.0,0.0,1,1.0,0.0,6408.95,2,0,white,0.49757523956248007,2.0097463066677195,1,1
Lalonde Sample,1.0,24.0,11.0,0.0,1.0,0.0,0,1.0,0.0,1991.4,0,1,black,0.4970918263469109,2.011700750239492,1,1
Lalonde Sample,1.0,33.0,11.0,0.0,1.0,0.0,0,1.0,7867.916,6281.433,2,1,black,0.4997996897065581,2.0008015622961253,0,1
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,0.0,0,1.0,0.0,11163.17,0,0,black,0.4908367424277979,2.0373372927498394,1,1
Lalonde Sample,1.0,29.0,11.0,1.0,1.0,0.0,0,1.0,0.0,9642.999,1,1,black,0.5018812512251244,1.9925032018210198,1,1
Lalonde Sample,1.0,25.0,11.0,0.0,1.0,0.0,0,1.0,0.0,9897.049,1,1,black,0.49738915246694043,2.0104982085761636,1,1
Lalonde Sample,1.0,27.0,10.0,0.0,0.0,1.0,0,1.0,0.0,11142.87,1,0,hispanic,0.48753395754867707,2.051139176085302,1,1
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,0.0,0,1.0,0.0,16218.04,0,0,black,0.4905395101917174,2.0385717750017127,1,1
Lalonde Sample,1.0,24.0,11.0,0.0,1.0,0.0,0,1.0,0.0,995.7002,0,1,black,0.4970918263469109,2.011700750239492,1,1
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.4905395101917174,2.0385717750017127,0,0
Lalonde Sample,1.0,26.0,11.0,1.0,1.0,0.0,0,1.0,2754.646,26372.28,1,1,black,0.5010004140078057,1.9960063346063817,1,1
Lalonde Sample,1.0,48.0,4.0,0.0,1.0,0.0,0,1.0,0.0,6551.592,3,0,black,0.4729498200833796,2.114389217493947,1,1
Lalonde Sample,1.0,25.0,11.0,1.0,1.0,0.0,0,1.0,0.0,1574.424,1,1,black,0.5006919184479616,1.9972361509244791,1,1
Lalonde Sample,1.0,20.0,12.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,1,black,0.5246027625442617,1.9062042204088243,0,0
Lalonde Sample,1.0,25.0,12.0,0.0,1.0,0.0,0,0.0,0.0,3191.753,1,1,black,0.526085617824563,1.900831283195193,1,1
Lalonde Sample,1.0,42.0,14.0,0.0,1.0,0.0,0,0.0,0.0,20505.93,3,3,black,0.540022347146612,1.8517752187179533,1,1
Lalonde Sample,1.0,25.0,5.0,0.0,1.0,0.0,0,1.0,0.0,6181.88,1,0,black,0.47059072279199493,2.1249887674517725,1,1
Lalonde Sample,1.0,23.0,12.0,1.0,1.0,0.0,0,0.0,0.0,5911.551,0,1,black,0.5287855772086693,1.8911257097418528,1,1
Lalonde Sample,1.0,46.0,8.0,1.0,1.0,0.0,0,1.0,0.0,3094.156,3,0,black,0.4935201261284337,2.0262598160784226,1,1
Lalonde Sample,1.0,24.0,10.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.4926202639804888,2.0299611549061387,0,0
Lalonde Sample,1.0,21.0,12.0,0.0,1.0,0.0,0,0.0,0.0,1254.582,0,1,black,0.5248993689248103,1.9051270761638999,1,1
Lalonde Sample,1.0,19.0,9.0,0.0,0.0,0.0,1,1.0,0.0,13188.83,0,0,white,0.49192655227489207,2.0328237932584554,1,1
Lalonde Sample,1.0,17.0,8.0,0.0,1.0,0.0,0,1.0,0.0,8061.485,0,0,black,0.48160255925004974,2.0764009260191587,1,1
Lalonde Sample,1.0,18.0,8.0,1.0,0.0,1.0,0,1.0,0.0,2787.96,0,0,hispanic,0.4792259813257873,2.086698215387826,1,1
Lalonde Sample,1.0,20.0,11.0,0.0,1.0,0.0,0,1.0,0.0,3972.54,0,1,black,0.49590254434889364,2.0165252455257563,1,1
Lalonde Sample,1.0,25.0,11.0,1.0,1.0,0.0,0,1.0,0.0,0.0,1,1,black,0.5006919184479616,1.9972361509244791,0,0
Lalonde Sample,1.0,17.0,8.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.48160255925004974,2.0764009260191587,0,0
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.48606992127396687,2.057317180579794,0,0
Lalonde Sample,1.0,25.0,5.0,0.0,1.0,0.0,0,1.0,0.0,12187.41,1,0,black,0.47059072279199493,2.1249887674517725,1,1
Lalonde Sample,1.0,23.0,12.0,0.0,1.0,0.0,0,0.0,0.0,4843.176,0,1,black,0.5254925295287598,1.902976624418922,1,1
Lalonde Sample,1.0,28.0,8.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,0,black,0.48486955908956614,2.0624103560505804,0,0
Lalonde Sample,1.0,31.0,11.0,1.0,1.0,0.0,0,1.0,0.0,8087.487,2,1,black,0.5024759104246184,1.9901451577150193,1,1
Lalonde Sample,1.0,18.0,11.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,1,black,0.4953079196131942,2.018946114935816,0,0
Lalonde Sample,1.0,25.0,12.0,0.0,1.0,0.0,0,0.0,0.0,2348.973,1,1,black,0.526085617824563,1.900831283195193,1,1
Lalonde Sample,1.0,30.0,11.0,1.0,1.0,0.0,0,1.0,0.0,590.7818,2,1,black,0.502178581548194,1.9913234788250926,1,1
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.4905395101917174,2.0385717750017127,0,0
Lalonde Sample,1.0,37.0,9.0,0.0,1.0,0.0,0,1.0,0.0,1067.506,2,0,black,0.49201370033550934,2.0324637287906606,1,1
Lalonde Sample,1.0,41.0,4.0,1.0,1.0,0.0,0,1.0,0.0,7284.986,2,0,black,0.4741678469449557,2.1089578436052965,1,1
Lalonde Sample,1.0,42.0,14.0,1.0,1.0,0.0,0,0.0,0.0,13167.52,3,3,black,0.543302193921378,1.8405962854343108,1,1
Lalonde Sample,1.0,22.0,11.0,0.0,0.0,0.0,1,1.0,0.0,1048.432,0,1,white,0.5017619800010404,1.9929768293682324,1,1
Lalonde Sample,1.0,17.0,8.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.48160255925004974,2.0764009260191587,0,0
Lalonde Sample,1.0,29.0,8.0,0.0,1.0,0.0,0,1.0,0.0,1923.938,1,0,black,0.4851666274038839,2.0611475388383127,1,1
Lalonde Sample,1.0,28.0,10.0,0.0,1.0,0.0,0,1.0,2836.506,3196.571,1,0,black,0.49382087651299383,2.0250257685768114,1,1
Lalonde Sample,1.0,35.0,10.0,0.0,1.0,0.0,0,1.0,0.0,4666.236,2,0,black,0.49589050855850575,2.0165741887395265,1,1
Lalonde Sample,1.0,27.0,11.0,0.0,1.0,0.0,0,1.0,0.0,549.2984,1,1,black,0.497983810224586,2.0080974109359286,1,1
Lalonde Sample,1.0,29.0,4.0,0.0,1.0,0.0,0,1.0,0.0,762.9146,1,0,black,0.46732066526159133,2.1398582907525214,1,1
Lalonde Sample,1.0,28.0,9.0,0.0,1.0,0.0,0,1.0,0.0,10694.29,1,0,black,0.4893386198523148,2.0435746524601015,1,1
Lalonde Sample,1.0,27.0,11.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,1,black,0.497983810224586,2.0080974109359286,0,0
Lalonde Sample,1.0,23.0,7.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0,0,white,0.48417634652843883,2.065363182588399,0,0
Lalonde Sample,1.0,45.0,5.0,1.0,1.0,0.0,0,1.0,0.0,8546.715,3,0,black,0.4798172055139672,2.084127014430062,1,1
Lalonde Sample,1.0,29.0,13.0,0.0,1.0,0.0,0,0.0,0.0,7479.656,1,2,black,0.5317280403828074,1.8806606461454791,1,1
Lalonde Sample,1.0,27.0,9.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,0,black,0.4890414234685078,2.0448165574759245,0,0
Lalonde Sample,1.0,46.0,13.0,0.0,1.0,0.0,0,0.0,0.0,647.2046,3,2,black,0.5367589877545452,1.8630335454341576,1,1
Lalonde Sample,1.0,18.0,6.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.4729738209540693,2.1142819236439525,0,0
Lalonde Sample,1.0,25.0,12.0,0.0,1.0,0.0,0,0.0,0.0,11965.81,1,1,black,0.526085617824563,1.900831283195193,1,1
Lalonde Sample,1.0,28.0,15.0,0.0,1.0,0.0,0,0.0,0.0,9598.541,1,3,black,0.5403297207011075,1.8507218124193594,1,1
Lalonde Sample,1.0,31.0,9.0,0.0,1.0,0.0,0,1.0,1698.607,10363.27,2,0,black,0.49023713277397335,2.0398291625556153,1,1
Lalonde Sample,1.0,25.0,11.0,0.0,0.0,0.0,1,1.0,0.0,18783.35,1,1,white,0.5026539681146367,1.9894401784010927,1,1
Lalonde Sample,1.0,22.0,12.0,0.0,1.0,0.0,0,0.0,0.0,18678.08,0,1,black,0.5251959581142869,1.9040512108861125,1,1
Lalonde Sample,1.0,28.0,11.0,0.0,1.0,0.0,0,1.0,1284.079,60307.93,1,1,black,0.4982863441232555,2.006878197233198,1,1
Lalonde Sample,1.0,21.0,9.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.4872584157604081,2.0522990833096544,0,0
Lalonde Sample,1.0,40.0,11.0,0.0,1.0,0.0,0,1.0,0.0,23005.6,2,1,black,0.5018491494075648,1.9926306564044287,1,1
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,0.0,0,1.0,0.0,6456.697,0,1,black,0.496497180299141,2.014110129281091,1,1
Lalonde Sample,1.0,25.0,12.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,1,black,0.526085617824563,1.900831283195193,0,0
Lalonde Sample,1.0,27.0,9.0,1.0,1.0,0.0,0,1.0,934.4454,1773.423,1,0,black,0.49234684229750947,2.0310884809041427,1,1
Lalonde Sample,1.0,23.0,10.0,1.0,1.0,0.0,0,1.0,936.4386,11233.26,0,0,black,0.4956290885481808,2.0176378326164137,1,1
Lalonde Sample,1.0,29.0,10.0,0.0,1.0,0.0,0,1.0,4398.95,0.0,1,0,black,0.4941244982598763,2.023781463015151,0,0
Lalonde Sample,1.0,18.0,12.0,0.0,1.0,0.0,0,0.0,0.0,2321.107,0,1,black,0.5240094971642759,1.9083623587198115,1,1
Lalonde Sample,1.0,38.0,12.0,0.0,0.0,0.0,1,0.0,0.0,4941.849,2,1,white,0.535181313540191,1.8685256280438163,1,1
Lalonde Sample,1.0,27.0,13.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,2,black,0.5311357198505817,1.8827579517365514,0,0
Lalonde Sample,1.0,27.0,8.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,0,black,0.4845725013726211,2.063674676477424,0,0
Lalonde Sample,1.0,38.0,11.0,0.0,1.0,0.0,0,1.0,0.0,0.0,2,1,black,0.5012544846465241,1.9949946197592276,0,0
Lalonde Sample,1.0,23.0,8.0,0.0,0.0,1.0,0,1.0,0.0,3881.284,0,0,hispanic,0.47741328424221846,2.09462122862221,1,1
Lalonde Sample,1.0,26.0,11.0,0.0,1.0,0.0,0,1.0,0.0,17230.96,1,1,black,0.4976864806218057,2.0092970955341354,1,1
Lalonde Sample,1.0,42.0,9.0,1.0,1.0,0.0,0,1.0,3058.531,1294.409,3,0,black,0.49681492294677293,2.0128219862412156,0,1
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,0.0,1,0.0,0.0,8048.603,0,1,white,0.5301482304958846,1.8862649019211672,1,1
Lalonde Sample,1.0,25.0,8.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,0,black,0.48397841903923655,2.066207832128418,0,0
Lalonde Sample,1.0,31.0,11.0,1.0,1.0,0.0,0,1.0,0.0,14509.93,2,1,black,0.5024759104246184,1.9901451577150193,1,1
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.4905395101917174,2.0385717750017127,0,0
Lalonde Sample,1.0,19.0,8.0,0.0,1.0,0.0,0,1.0,2657.057,9970.681,0,0,black,0.4822072026414571,2.0737973106211465,1,1
Lalonde Sample,1.0,29.0,14.0,0.0,1.0,0.0,0,0.0,679.6734,17814.98,1,3,black,0.5361821926318581,1.865037693794875,1,1
Lalonde Sample,1.0,25.0,11.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,1,black,0.49738915246694043,2.0104982085761636,0,0
Lalonde Sample,1.0,21.0,12.0,0.0,1.0,0.0,0,0.0,0.0,9983.784,0,1,black,0.5248993689248103,1.9051270761638999,1,1
Lalonde Sample,1.0,44.0,11.0,0.0,1.0,0.0,0,1.0,0.0,0.0,3,1,black,0.5030384615535513,1.9879195656564015,0,0
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,0.0,0,1.0,385.2741,8124.715,0,0,black,0.4911355416770632,2.0360978083266694,1,1
Lalonde Sample,1.0,25.0,12.0,0.0,0.0,0.0,1,0.0,0.0,5587.503,1,1,white,0.5313330753984238,1.8820586300789632,1,1
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,0.0,0,1.0,798.9079,9737.154,0,0,black,0.4908399782956482,2.0373238615817657,1,1
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,0.0,0,1.0,0.0,4482.845,0,0,black,0.4863670307469105,2.056060416891965,1,1
Lalonde Sample,1.0,19.0,9.0,0.0,1.0,0.0,0,1.0,798.9079,17685.18,0,0,black,0.48666738450731617,2.054791489699608,1,1
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,0.0,0,1.0,3287.375,5010.342,0,0,black,0.4863803404121979,2.0560041533597335,1,1
Lalonde Sample,1.0,26.0,11.0,1.0,1.0,0.0,0,1.0,1392.853,1460.36,1,1,black,0.5009948964114131,1.9960283171803166,1,1
Lalonde Sample,1.0,42.0,12.0,0.0,1.0,0.0,0,0.0,0.0,2456.153,3,1,black,0.5311237305808048,1.8828004519897097,1,1
Lalonde Sample,1.0,25.0,10.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,0,black,0.49291753696802393,2.0287369083094138,0,0
Lalonde Sample,1.0,31.0,9.0,0.0,0.0,1.0,0,1.0,0.0,26817.6,2,0,hispanic,0.48425385786854164,2.0650325934449567,1,1
Lalonde Sample,1.0,24.0,10.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,black,0.4926202639804888,2.0299611549061387,0,0
Lalonde Sample,1.0,26.0,10.0,0.0,1.0,0.0,0,1.0,0.0,9265.788,1,0,black,0.49321481515202886,2.027514116119483,1,1
Lalonde Sample,1.0,20.0,12.0,0.0,1.0,0.0,0,0.0,377.5686,1652.637,0,1,black,0.5246042886433497,1.9061986751691355,1,1
Lalonde Sample,1.0,19.0,10.0,0.0,0.0,0.0,1,1.0,5324.109,13829.62,0,0,white,0.49641954909106073,2.014425100363171,1,1
Lalonde Sample,1.0,25.0,11.0,0.0,1.0,0.0,0,1.0,0.0,485.2298,1,1,black,0.49738915246694043,2.0104982085761636,1,1
Lalonde Sample,1.0,23.0,8.0,1.0,0.0,0.0,1,1.0,1713.15,4232.309,0,0,white,0.4919535522349368,2.0327122254875825,1,1
Lalonde Sample,1.0,31.0,12.0,0.0,0.0,0.0,1,0.0,2611.218,2484.549,2,1,white,0.5331202100382871,1.8757495611133987,0,1
Lalonde Sample,1.0,18.0,11.0,0.0,1.0,0.0,0,1.0,0.0,4814.627,0,1,black,0.4953079196131942,2.018946114935816,1,1
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,0.0,0,1.0,0.0,7458.105,0,1,black,0.4956052304270276,2.0177349604207597,1,1
Lalonde Sample,1.0,43.0,9.0,0.0,1.0,0.0,0,1.0,0.0,0.0,3,0,black,0.4937973509516774,2.0251222451330224,0,0
Lalonde Sample,1.0,27.0,13.0,0.0,1.0,0.0,0,0.0,0.0,34099.28,1,2,black,0.5311357198505817,1.8827579517365514,1,1
Lalonde Sample,1.0,26.0,11.0,0.0,0.0,0.0,1,1.0,2226.266,13385.86,1,1,white,0.5029603140512812,1.988228438830745,1,1
Lalonde Sample,1.0,29.0,10.0,0.0,0.0,1.0,0,1.0,8853.674,5112.014,1,0,hispanic,0.48816412842827295,2.048491361337158,0,1
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,0.0,0,1.0,0.0,1953.268,0,0,black,0.48606992127396687,2.057317180579794,1,1
Lalonde Sample,1.0,30.0,11.0,0.0,1.0,0.0,0,1.0,0.0,0.0,2,1,black,0.49887580707711254,2.004506904952854,0,0
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,0.0,0,1.0,156.9491,10641.24,0,0,black,0.4905401458800463,2.038569133227546,1,1
Lalonde Sample,1.0,20.0,12.0,1.0,0.0,0.0,1,0.0,8644.156,11656.51,0,1,white,0.5331765076080284,1.875551502608894,1,1
Lalonde Sample,1.0,17.0,9.0,0.0,1.0,0.0,0,1.0,375.1047,3621.707,0,0,black,0.4860714399139078,2.057310752874348,1,1
Lalonde Sample,1.0,18.0,12.0,0.0,1.0,0.0,0,0.0,562.657,0.0,0,1,black,0.5240117716363417,1.908354075476741,0,0
Lalonde Sample,1.0,21.0,11.0,0.0,0.0,1.0,0,1.0,1395.39,0.0,0,1,hispanic,0.4902263262820126,2.0398741283117663,0,0
Lalonde Sample,1.0,30.0,11.0,0.0,1.0,0.0,0,1.0,1913.034,0.0,2,1,black,0.4988835581377082,2.0044757613037376,0,0
Lalonde Sample,1.0,18.0,11.0,0.0,0.0,1.0,0,1.0,5491.535,2454.5,0,1,hispanic,0.4893512823492763,2.0435217727420736,0,1
Lalonde Sample,1.0,20.0,12.0,0.0,1.0,0.0,0,0.0,9227.559,0.0,0,1,black,0.5246400594624303,1.9060687074194158,0,0
Lalonde Sample,1.0,20.0,6.0,1.0,0.0,1.0,0,1.0,10802.98,4488.495,0,0,hispanic,0.4709411094115516,2.123407746776483,0,1
Lalonde Sample,1.0,20.0,10.0,0.0,1.0,0.0,0,1.0,11073.09,0.0,0,0,black,0.49147607819201905,2.034687026230606,0,0
Lalonde Sample,1.0,25.0,8.0,0.0,1.0,0.0,0,1.0,37431.66,2346.828,1,0,black,0.4841299277765366,2.0655612112077018,0,1
Lalonde Sample,1.0,17.0,9.0,0.0,0.0,0.0,1,1.0,1618.15,6011.021,0,0,white,0.4913386026034669,2.0352563277163194,1,1
Lalonde Sample,1.0,18.0,10.0,0.0,0.0,1.0,0,1.0,2589.042,0.0,0,0,hispanic,0.48487046638868136,2.06240649682792,0,0
Lalonde Sample,1.0,19.0,9.0,0.0,0.0,1.0,0,1.0,6511.124,7913.386,0,0,hispanic,0.4807165766140984,2.0802278278886215,1,1
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,0.0,0,1.0,192.7995,661.1924,0,1,black,0.4956060115348067,2.017731780337312,1,1
Lalonde Sample,1.0,27.0,10.0,0.0,0.0,1.0,0,1.0,421.3024,3075.862,1,0,hispanic,0.4875356634912072,2.0511319989169063,1,1
Lalonde Sample,1.0,18.0,12.0,0.0,0.0,1.0,0,0.0,535.5533,1115.86,0,1,hispanic,0.5180419497260541,1.9303456033412163,1,1
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,0.0,0,1.0,606.9609,317.8952,0,1,black,0.49649963942070713,2.014100153560542,0,1
Lalonde Sample,1.0,20.0,9.0,0.0,1.0,0.0,0,1.0,660.5159,12229.63,0,0,black,0.48696395279806975,2.0535400911177337,1,1
Lalonde Sample,1.0,20.0,11.0,0.0,1.0,0.0,0,1.0,696.2192,0.0,0,1,black,0.4959053650496838,2.016513775566457,0,0
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,0.0,0,1.0,699.7896,480.527,0,0,black,0.49083957683397517,2.0373255279254847,0,1
Lalonde Sample,1.0,17.0,10.0,0.0,1.0,0.0,0,1.0,856.8864,3251.1,0,0,black,0.49054298082172815,2.038557351946735,1,1
Lalonde Sample,1.0,26.0,12.0,0.0,1.0,0.0,0,0.0,1088.907,11460.56,1,1,black,0.5263865343342526,1.8997446453768996,1,1
Lalonde Sample,1.0,22.0,10.0,0.0,1.0,0.0,0,1.0,1071.108,7315.452,0,0,black,0.4920300724144488,2.0323960994759602,1,1
Lalonde Sample,1.0,20.0,12.0,0.0,1.0,0.0,0,0.0,1160.366,702.1839,0,1,black,0.5246074526424381,1.9061871785523028,0,1
Lalonde Sample,1.0,18.0,8.0,0.0,1.0,0.0,0,1.0,1199.641,0.0,0,0,black,0.48190435278531846,2.0751005759134236,0,0
Lalonde Sample,1.0,18.0,9.0,0.0,1.0,0.0,0,1.0,1285.33,15369.48,0,0,black,0.4863722346888445,2.0560384180641966,1,1
Lalonde Sample,1.0,18.0,10.0,0.0,1.0,0.0,0,1.0,1371.017,12064.41,0,0,black,0.490842295555184,2.037314243404627,1,1
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,0.0,0,1.0,1374.587,13278.97,0,0,black,0.4911395488457963,2.0360811959656933,1,1
Lalonde Sample,1.0,18.0,9.0,0.0,0.0,1.0,0,1.0,1713.773,8836.566,0,0,hispanic,0.48040028260538264,2.081597443233468,1,1
Lalonde Sample,1.0,17.0,10.0,0.0,0.0,1.0,0,1.0,2202.796,4387.057,0,0,hispanic,0.48457184516367274,2.063677471113148,1,1
Lalonde Sample,1.0,19.0,11.0,0.0,1.0,0.0,0,1.0,1927.995,11965.81,0,1,black,0.4956130415393972,2.0177031598965867,1,1
Lalonde Sample,1.0,27.0,11.0,1.0,1.0,0.0,0,1.0,2142.217,2186.189,1,1,black,0.5012952662361121,1.9948323220929758,1,1
Lalonde Sample,1.0,19.0,10.0,0.0,1.0,0.0,0,1.0,3213.113,2975.031,0,0,black,0.49114699572152837,2.0360503244673867,0,1
Lalonde Sample,1.0,19.0,9.0,0.0,0.0,1.0,0,1.0,3276.15,14271.23,0,0,hispanic,0.4807034888767794,2.0802844646220864,1,1
Lalonde Sample,1.0,27.0,10.0,0.0,1.0,0.0,0,1.0,3213.322,2094.119,1,0,black,0.49352511526816795,2.026239332230595,0,1
Lalonde Sample,1.0,21.0,11.0,1.0,1.0,0.0,0,1.0,4167.998,11300.24,0,1,black,0.49951946552288323,2.001923986992634,1,1
Lalonde Sample,1.0,29.0,10.0,1.0,1.0,0.0,0,1.0,4923.263,130.6791,1,0,black,0.49742916497559114,2.0103364869027534,0,1
Lalonde Sample,1.0,34.0,11.0,0.0,0.0,1.0,0,1.0,4641.467,2877.682,2,1,hispanic,0.4941038653970004,2.023865972383204,0,1
Lalonde Sample,1.0,25.0,10.0,0.0,0.0,0.0,1,1.0,4712.874,6103.746,1,0,white,0.498201030584015,2.007221861479797,1,1
Lalonde Sample,1.0,31.0,13.0,0.0,0.0,0.0,1,0.0,5498.35,2329.867,2,2,white,0.5375815294511119,1.8601829587058771,0,1
Lalonde Sample,1.0,41.0,9.0,1.0,1.0,0.0,0,1.0,5783.981,0.0,2,0,black,0.4965286432442687,2.0139825035391707,0,0
Lalonde Sample,1.0,21.0,11.0,0.0,0.0,1.0,0,1.0,6658.562,9381.295,0,1,hispanic,0.4902476431059843,2.039785431021062,1,1
Lalonde Sample,1.0,20.0,11.0,0.0,1.0,0.0,0,1.0,6426.646,16451.46,0,1,black,0.49592858164493453,2.016419373699177,1,1
Lalonde Sample,1.0,24.0,12.0,1.0,0.0,1.0,0,0.0,7212.11,6485.508,0,1,hispanic,0.5231470825993821,1.911508318141161,0,1
Lalonde Sample,1.0,41.0,9.0,1.0,1.0,0.0,0,1.0,7212.12,3154.72,2,0,black,0.4965344293998128,2.0139590344394698,0,1
Lalonde Sample,1.0,21.0,12.0,0.0,0.0,0.0,1,0.0,7390.634,3557.934,0,1,white,0.5301780663727707,1.8861587519859702,0,1
Lalonde Sample,1.0,22.0,11.0,0.0,1.0,0.0,0,1.0,7497.752,668.7466,0,1,black,0.49652755769029344,2.0139869066919847,0,1
Lalonde Sample,1.0,20.0,9.0,0.0,0.0,1.0,0,1.0,8015.442,5487.97,0,0,hispanic,0.4810195628063001,2.078917527108323,0,1
Lalonde Sample,1.0,17.0,11.0,0.0,1.0,0.0,0,1.0,8497.436,9017.004,0,1,black,0.4950450380294325,2.020018226989169,1,1
Lalonde Sample,1.0,24.0,11.0,0.0,1.0,0.0,0,1.0,9180.92,0.0,0,1,black,0.49712902371488127,2.0115502259902867,0,0
